reference	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	S61	S62	S63	S64	S65	S66	S67	S68	S69	S70	S71	S72	S73	S74	S75	S76	S77	S78	S79	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S90	S91	S92	S93	S94	S95	S96	S97	S98	S99	S100	S101	S102	S103	S104	S105	S106	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126	S127	S128	S129	S130	S131	S132	S133	S134	S135	S136	S137	S138	S139	S140	S141	S142	S143	S144	S145	S146	S147	S148	S149	S150	S151	S152	S153	S154	S155																																																																																																																																																												
time 	area																																																																																																																																																																																																																																																																																																																						
0	0	25.171	8.443	0	0	0	0	0	0	0	0	0	0	31.54	4.01	47.341	0.568	0	0	27.502	2.907	0	0	0	0	22.135	6.218	23.019	3.573	0	0	29.254	19.361	0	0	29.759	4.478	0	0	0	0	0	0	0	0	34.632	3.733	0	0	0	0	0	0	0	0	27.453	1.876	36.581	0.393	0	0	23.436	96.888	0	0	0	0	0	0	0	0	0	0	0	0	27.507	0.29	0	0	0	0	0	0	23.237	47.576	0	0	28.551	39.08	0	0	0	0	32.717	0.221	22.731	10.711	21.28	6.903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.567	2.022	0	0	0	0	0	0	36.855	0.504	0	0	0	0	0	0	31.534	4.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.454	10.179	29.559	0.965	0	0	0	0	25.29	10.891	30.734	5.679	0	0	0	0	28.074	10.556	30.631	27.447	0	0	0	0	0	0	0	0	0	0	24.763	19.101	0	0	27.556	2.325	0	0	21.048	7.792	25.568	16.182	24.926	6.357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.92	7.137	0	0	0	0	0	0	33.609	1.98	26.281	39.823	26.862	3.212	23.73	31.02	0	0	0	0	0	0	23.823	20.124	36.954	1.416	47.88	3.944	31.037	8.728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.801	0.827	23.686	8.928	0	0	0	0	0	0	24.747	16.626	20.853	5.341	22.122	16.579	0	0	0	0	0	0	29.317	1.854
0	0	25.25	15.88	0	0	0	0	0	0	0	0	0	0	31.656	4.014	0	0	0	0	27.551	3.223	0	0	0	0	22.274	4.108	23.09	3.495	0	0	29.366	1.576	0	0	29.931	30.742	0	0	0	0	0	0	0	0	34.73	2.159	0	0	0	0	0	0	0	0	27.555	2.691	36.984	2.864	0	0	23.558	16.825	0	0	0	0	0	0	0	0	0	0	0	0	27.56	0.611	0	0	0	0	0	0	23.435	26.854	0	0	28.713	11.389	0	0	0	0	32.849	2.179	22.827	4.811	21.397	14.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.647	3.2	0	0	0	0	0	0	37	0.385	0	0	0	0	0	0	31.645	2.293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.58	2.081	29.683	1.646	0	0	0	0	25.433	55.582	30.875	4.651	0	0	0	0	28.28	0.493	30.732	10.097	0	0	0	0	0	0	0	0	0	0	24.883	7.55	0	0	27.627	1.097	0	0	21.104	12.781	25.76	1041.466	25.037	4.812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.03	5.942	0	0	0	0	0	0	33.731	3.894	26.353	8.615	26.979	3.062	23.821	52.734	0	0	0	0	0	0	23.909	4.572	37.103	2.222	53.191	1.278	31.172	3.442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.159	6.69	23.735	8.298	0	0	0	0	0	0	24.87	8.441	20.955	12.779	22.259	14.161	0	0	0	0	0	0	29.378	6.239
0	0	25.305	20.611	0	0	0	0	0	0	0	0	0	0	31.742	2.613	0	0	0	0	27.623	2.161	0	0	0	0	22.403	1.71	23.19	80.53	0	0	29.47	1.64	0	0	30.04	4.842	0	0	0	0	0	0	0	0	34.846	0.578	0	0	0	0	0	0	0	0	27.636	2.015	37.195	3.385	0	0	23.629	23.108	0	0	0	0	0	0	0	0	0	0	0	0	27.631	0.23	0	0	0	0	0	0	23.484	16.442	0	0	28.77	3.796	0	0	0	0	32.978	0.717	22.91	2.44	21.488	49.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.79	5.587	0	0	0	0	0	0	37.164	4.193	0	0	0	0	0	0	31.743	6.682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.666	3.516	29.79	2.367	0	0	0	0	25.569	29.172	30.987	1.547	0	0	0	0	28.369	1.64	30.875	6.841	0	0	0	0	0	0	0	0	0	0	24.943	7.014	0	0	27.685	3.182	0	0	21.173	3.365	25.893	24.136	25.115	2.604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.163	19.608	0	0	0	0	0	0	33.896	4.172	26.488	345.753	27.057	14.326	23.904	11.451	0	0	0	0	0	0	23.989	5.217	37.695	1.048	54.88	1.206	31.281	3.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.533	0.364	23.822	39.262	0	0	0	0	0	0	24.933	6.709	21.031	7.754	22.389	8.575	0	0	0	0	0	0	29.471	1.613
0	0	25.383	10.508	0	0	0	0	0	0	0	0	0	0	31.82	2.114	0	0	0	0	27.679	2.823	0	0	0	0	22.524	4.288	23.43	46.959	0	0	29.559	2.441	0	0	30.126	6.476	0	0	0	0	0	0	0	0	35.148	0.257	0	0	0	0	0	0	0	0	27.695	4.825	37.573	0.64	0	0	23.746	43.945	0	0	0	0	0	0	0	0	0	0	0	0	27.69	1.688	0	0	0	0	0	0	23.56	8.368	0	0	28.858	4.329	0	0	0	0	33.083	70.963	23.013	4.484	21.576	11.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.908	25.124	0	0	0	0	0	0	39.07	0.579	0	0	0	0	0	0	31.868	4.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.852	3.136	29.934	23.988	0	0	0	0	25.763	1625.197	31.095	3.222	0	0	0	0	28.544	12.686	30.99	3.343	0	0	0	0	0	0	0	0	0	0	25.054	7.118	0	0	27.826	15.81	0	0	21.285	15.777	26.147	4.433	25.166	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.257	24.58	0	0	0	0	0	0	34.139	7.764	26.767	0.862	27.153	1.293	23.982	14.703	0	0	0	0	0	0	24.082	4.641	41.597	1.662	0	0	31.388	20.112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.687	0.94	23.904	5.362	0	0	0	0	0	0	25.038	6.4	21.089	15.983	22.509	12.993	0	0	0	0	0	0	29.535	2.608
0	0	25.452	73.717	0	0	0	0	0	0	0	0	0	0	31.929	4.324	0	0	0	0	27.825	29.384	0	0	0	0	22.617	2.603	23.559	9.885	0	0	29.679	4.091	0	0	30.227	4.302	0	0	0	0	0	0	0	0	35.317	0.602	0	0	0	0	0	0	0	0	27.839	39.618	37.737	1.585	0	0	23.838	91.941	0	0	0	0	0	0	0	0	0	0	0	0	27.836	18.406	0	0	0	0	0	0	23.626	9.294	0	0	28.99	5.492	0	0	0	0	33.239	48.947	23.082	4.254	21.655	13.881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.041	7.184	0	0	0	0	0	0	41.693	0.502	0	0	0	0	0	0	32.013	2.304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.977	1.859	30.02	1.695	0	0	0	0	25.89	58.49	31.188	2.035	0	0	0	0	28.711	6.567	31.095	6.025	0	0	0	0	0	0	0	0	0	0	25.164	6.913	0	0	27.908	4.294	0	0	21.403	31.155	26.292	28.979	25.289	9.355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.457	17.553	0	0	0	0	0	0	34.332	8.168	26.867	3.21	27.207	2.132	24.146	94.06	0	0	0	0	0	0	24.146	37.255	41.754	3.765	0	0	31.444	24.801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.983	4.513	23.984	7.066	0	0	0	0	0	0	25.147	6.993	21.272	16.556	22.605	10.816	0	0	0	0	0	0	29.627	1.463
0	0	25.587	42.175	0	0	0	0	0	0	0	0	0	0	32.038	3.442	0	0	0	0	27.937	8.92	0	0	0	0	22.735	6.571	23.623	10.422	0	0	29.76	4.061	0	0	30.389	20.055	0	0	0	0	0	0	0	0	35.519	9.651	0	0	0	0	0	0	0	0	27.917	32.414	37.935	0.646	0	0	23.92	16.911	0	0	0	0	0	0	0	0	0	0	0	0	27.913	14.831	0	0	0	0	0	0	23.753	22.901	0	0	29.073	3.844	0	0	0	0	33.412	3.542	23.19	150.999	21.805	16.382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.136	4.037	0	0	0	0	0	0	41.865	1.838	0	0	0	0	0	0	32.175	38.969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.081	31.222	30.126	3.651	0	0	0	0	26.115	11.129	31.294	2.124	0	0	0	0	28.859	1.223	31.192	4.781	0	0	0	0	0	0	0	0	0	0	25.239	7.958	0	0	27.987	3.168	0	0	21.498	85.489	26.407	1.981	25.437	40.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.574	4.454	0	0	0	0	0	0	34.616	3.416	26.958	2.56	27.313	2.677	24.395	21.915	0	0	0	0	0	0	24.401	8.677	43.214	0.596	0	0	31.65	2.389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.917	1.232	24.144	44.51	0	0	0	0	0	0	25.227	8.514	21.389	32.87	22.721	17.846	0	0	0	0	0	0	29.676	1.928
0	0	25.783	1849.143	0	0	0	0	0	0	0	0	0	0	32.171	15.722	0	0	0	0	28.076	7.323	0	0	0	0	22.83	2.364	23.748	25.036	0	0	29.932	29.883	0	0	30.504	4.617	0	0	0	0	0	0	0	0	35.663	2.085	0	0	0	0	0	0	0	0	28.094	101.623	38.739	0.74	0	0	24.04	23.089	0	0	0	0	0	0	0	0	0	0	0	0	28.09	85.779	0	0	0	0	0	0	23.839	50.934	0	0	29.169	3.61	0	0	0	0	33.546	7.815	23.427	75.443	21.866	10.524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.229	5.178	0	0	0	0	0	0	47.393	1.736	0	0	0	0	0	0	32.429	19.166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.237	16.853	30.229	3.178	0	0	0	0	26.287	61.063	31.399	13.422	0	0	0	0	28.988	0.996	31.294	3.286	0	0	0	0	0	0	0	0	0	0	25.294	13.01	0	0	28.081	44.718	0	0	21.581	20.085	26.488	52.35	25.571	20.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.667	2.526	0	0	0	0	0	0	34.708	2.797	27.058	37.364	27.488	1.797	24.615	21.492	0	0	0	0	0	0	24.619	8.813	47.241	3.881	0	0	31.728	6.718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.151	1.175	24.398	11.59	0	0	0	0	0	0	25.28	9.926	21.49	125.909	22.818	14.981	0	0	0	0	0	0	29.754	2.9
0	0	25.945	19.884	0	0	0	0	0	0	0	0	0	0	32.264	10.658	0	0	0	0	28.146	3.559	0	0	0	0	22.92	1.935	23.836	47.517	0	0	30.129	8.216	0	0	30.629	37.795	0	0	0	0	0	0	0	0	35.87	2.553	0	0	0	0	0	0	0	0	28.284	6.525	39.013	1.534	0	0	24.168	68.743	0	0	0	0	0	0	0	0	0	0	0	0	28.287	3.462	0	0	0	0	0	0	23.918	9.507	0	0	29.256	42.09	0	0	0	0	33.633	3.703	23.553	12.862	21.951	4.733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.393	22.704	0	0	0	0	0	0	47.672	1.201	0	0	0	0	0	0	32.567	2.898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.418	1.931	30.391	16.566	0	0	0	0	26.497	455.381	31.455	19.564	0	0	0	0	29.073	0.566	31.397	18.309	0	0	0	0	0	0	0	0	0	0	25.437	54.711	0	0	28.279	1.914	0	0	21.66	24.759	26.537	87.649	25.763	1234.283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.716	2.662	0	0	0	0	0	0	35.229	0.648	27.15	4.094	27.542	1.892	24.746	20.397	0	0	0	0	0	0	24.75	6.949	47.543	2.98	0	0	31.907	2.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.28	0.774	24.617	13.196	0	0	0	0	0	0	25.36	5.543	21.565	22.989	23.003	9.175	0	0	0	0	0	0	29.823	2.133
0	0	26.029	8.36	0	0	0	0	0	0	0	0	0	0	32.441	15.581	0	0	0	0	28.277	2.903	0	0	0	0	23.017	2.617	23.915	10.303	0	0	30.266	7.165	0	0	30.732	10.972	0	0	0	0	0	0	0	0	35.98	0.286	0	0	0	0	0	0	0	0	28.373	20.027	40.158	0.88	0	0	24.415	28.001	0	0	0	0	0	0	0	0	0	0	0	0	28.371	7.5	0	0	0	0	0	0	24.041	8.869	0	0	29.388	3.833	0	0	0	0	33.75	8.084	23.616	16.68	22.005	7.275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.506	7.18	0	0	0	0	0	0	53.027	10.688	0	0	0	0	0	0	32.692	1.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.543	3.993	30.507	3.138	0	0	0	0	26.776	0.938	31.663	2.141	0	0	0	0	29.164	0.426	31.455	26.971	0	0	0	0	0	0	0	0	0	0	25.573	24.439	0	0	28.368	3.302	0	0	21.806	26.69	26.78	0.653	25.894	32.602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.845	9.891	0	0	0	0	0	0	35.495	5.205	27.204	7.134	27.61	0.399	24.846	11.267	0	0	0	0	0	0	24.84	6.062	47.84	4.577	0	0	32.016	1.596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.493	1.1	24.747	10.759	0	0	0	0	0	0	25.421	44.427	21.647	27.529	23.073	8.565	0	0	0	0	0	0	29.903	13.953
0	0	26.157	26.324	0	0	0	0	0	0	0	0	0	0	32.587	3.049	0	0	0	0	28.366	4.054	0	0	0	0	23.085	2.736	24.035	11.735	0	0	30.389	18.581	0	0	30.872	10.74	0	0	0	0	0	0	0	0	36.283	0.301	0	0	0	0	0	0	0	0	28.563	56.847	40.838	0.841	0	0	24.632	26.099	0	0	0	0	0	0	0	0	0	0	0	0	28.554	32.388	0	0	0	0	0	0	24.165	29.61	0	0	29.474	4.353	0	0	0	0	33.833	2.719	23.74	34.021	22.133	10.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.589	16.882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.8	3.335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.632	1.475	30.632	38.612	0	0	0	0	26.875	3.557	31.739	2.474	0	0	0	0	29.253	5.002	31.657	4.363	0	0	0	0	0	0	0	0	0	0	25.767	1412.13	0	0	28.55	20.778	0	0	21.87	16.828	26.878	2.161	26.073	2.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.978	3.965	0	0	0	0	0	0	35.636	4.069	27.315	11.252	27.674	5.434	24.933	8.669	0	0	0	0	0	0	25.036	2.452	0	0	0	0	32.15	16.845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.745	1.805	24.844	4.665	0	0	0	0	0	0	25.556	21.626	21.788	28.516	23.184	214.505	0	0	0	0	0	0	30.025	6.468
0	0	26.245	11.883	0	0	0	0	0	0	0	0	0	0	32.724	2.958	0	0	0	0	28.471	2.099	0	0	0	0	23.186	29.796	24.16	45.46	0	0	30.504	4.64	0	0	30.984	4.626	0	0	0	0	0	0	0	0	36.793	0.325	0	0	0	0	0	0	0	0	28.674	27.192	41.167	0.854	0	0	24.766	31.267	0	0	0	0	0	0	0	0	0	0	0	0	28.667	5.824	0	0	0	0	0	0	24.328	6.672	0	0	29.562	6.689	0	0	0	0	33.917	7.908	23.831	70.916	22.268	6.766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.734	13.728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.917	1.837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.753	3.304	30.735	7.102	0	0	0	0	26.987	2.447	31.92	1.974	0	0	0	0	29.393	0.513	31.739	3.299	0	0	0	0	0	0	0	0	0	0	25.894	35.151	0	0	28.712	8.144	0	0	22.01	22.518	26.96	1.133	26.149	5.123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.082	58.214	0	0	0	0	0	0	35.849	2.531	27.426	2.98	27.817	30.17	25.037	8.638	0	0	0	0	0	0	25.102	0.912	0	0	0	0	32.243	17.473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.128	6.442	24.92	4.047	0	0	0	0	0	0	25.748	1131.457	21.857	17.624	23.42	115.239	0	0	0	0	0	0	30.117	5.312
0	0	26.308	51.684	0	0	0	0	0	0	0	0	0	0	32.858	4.684	0	0	0	0	28.55	41.283	0	0	0	0	23.23	45.893	24.412	13.491	0	0	30.631	34.83	0	0	31.095	10.184	0	0	0	0	0	0	0	0	36.988	1.012	0	0	0	0	0	0	0	0	28.783	14.204	41.64	1.135	0	0	24.889	13.703	0	0	0	0	0	0	0	0	0	0	0	0	28.717	5.83	0	0	0	0	0	0	24.416	12.725	0	0	29.681	8.579	0	0	0	0	34.059	3.858	23.912	12.237	22.4	3.206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.875	10.777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.979	1.638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.914	4.041	30.876	5.192	0	0	0	0	27.066	48.082	32.034	1.43	0	0	0	0	29.472	1.044	31.807	2.104	0	0	0	0	0	0	0	0	0	0	26.126	8.566	0	0	28.86	2.9	0	0	22.137	22.023	27.07	27.43	26.292	40.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.236	41.159	0	0	0	0	0	0	36.78	0.32	27.489	4.826	27.893	16.444	25.1	3.237	0	0	0	0	0	0	25.16	1.092	0	0	0	0	32.444	12.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.744	5.283	25.035	3.578	0	0	0	0	0	0	25.881	30.524	21.939	7.266	23.543	21.837	0	0	0	0	0	0	30.228	6.137
0	0	26.506	264.462	0	0	0	0	0	0	0	0	0	0	32.984	3.664	0	0	0	0	28.713	15.467	0	0	0	0	23.429	54.802	24.631	13.567	0	0	30.732	13.269	0	0	31.19	7.031	0	0	0	0	0	0	0	0	37.133	1.474	0	0	0	0	0	0	0	0	28.859	9.575	41.794	4.403	0	0	24.945	14.277	0	0	0	0	0	0	0	0	0	0	0	0	28.776	5.205	0	0	0	0	0	0	24.635	14.342	0	0	29.763	9.107	0	0	0	0	34.16	7.068	24.032	16.32	22.467	1.358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.988	4.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.087	66.779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.066	0.793	30.991	2.391	0	0	0	0	27.157	5.618	32.164	18.852	0	0	0	0	29.558	1.184	31.917	5.275	0	0	0	0	0	0	0	0	0	0	26.294	47.076	0	0	28.993	3.331	0	0	22.277	10.052	27.207	5.148	26.405	3.567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.408	3.464	0	0	0	0	0	0	36.953	0.917	27.541	5.429	28.074	113.546	25.147	5.893	0	0	0	0	0	0	25.233	2.826	0	0	0	0	32.573	0.679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.19	2.214	25.1	1.528	0	0	0	0	0	0	26.105	10.35	21.996	16.258	23.607	22.943	0	0	0	0	0	0	30.298	5.478
0	0	26.666	1.41	0	0	0	0	0	0	0	0	0	0	33.088	34.412	0	0	0	0	28.856	2.617	0	0	0	0	23.62	8.886	24.764	14.333	0	0	30.873	9.78	0	0	31.294	5.945	0	0	0	0	0	0	0	0	37.195	1.264	0	0	0	0	0	0	0	0	28.984	13.577	47.29	4.016	0	0	25.059	12.169	0	0	0	0	0	0	0	0	0	0	0	0	28.859	5.178	0	0	0	0	0	0	24.767	14.651	0	0	29.935	69.427	0	0	0	0	34.356	21.241	24.157	77.085	22.521	2.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.055	7.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.238	4.538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.162	5.133	31.097	5.176	0	0	0	0	27.214	10.213	32.257	13.569	0	0	0	0	29.68	1.7	32.029	4.096	0	0	0	0	0	0	0	0	0	0	26.508	595.476	0	0	29.08	1.695	0	0	22.404	9.03	27.324	6.288	26.537	129.358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.544	7.424	0	0	0	0	0	0	37.165	4.564	27.611	3.255	28.265	4.474	25.224	9.188	0	0	0	0	0	0	25.272	3.515	0	0	0	0	32.836	2.346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.4	0.564	25.154	2.461	0	0	0	0	0	0	26.279	36.27	22.123	21.171	23.73	50.18	0	0	0	0	0	0	30.396	21.445
0	0	26.793	0.999	0	0	0	0	0	0	0	0	0	0	33.246	19.799	0	0	0	0	28.913	2.52	0	0	0	0	23.7	9.442	24.893	6.539	0	0	30.991	5.83	0	0	31.397	30.154	0	0	0	0	0	0	0	0	37.553	0.294	0	0	0	0	0	0	0	0	29.063	7.667	47.581	1.678	0	0	25.179	15.936	0	0	0	0	0	0	0	0	0	0	0	0	28.982	4.734	0	0	0	0	0	0	24.893	4.375	0	0	30.135	13.025	0	0	0	0	34.648	9.722	24.32	11.465	22.615	6.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.194	6.757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.3	4.938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.356	5.621	31.192	2.717	0	0	0	0	27.322	17.81	32.456	10.406	0	0	0	0	29.789	2.497	32.164	22.596	0	0	0	0	0	0	0	0	0	0	26.78	0.823	0	0	29.256	17.435	0	0	22.526	9.387	27.44	1.247	26.779	0.831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.634	3.513	0	0	0	0	0	0	37.52	0.447	27.672	9.894	28.361	7.082	25.281	12.923	0	0	0	0	0	0	25.418	48.007	0	0	0	0	32.96	0.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.621	1.588	25.278	9.242	0	0	0	0	0	0	26.353	9.342	22.262	10.561	23.822	83.94	0	0	0	0	0	0	30.622	21.423
0	0	26.891	5.872	0	0	0	0	0	0	0	0	0	0	33.428	2.775	0	0	0	0	28.992	5.172	0	0	0	0	23.744	10.581	24.941	5.958	0	0	31.098	8.823	0	0	31.453	42.67	0	0	0	0	0	0	0	0	37.725	3.345	0	0	0	0	0	0	0	0	29.178	10.221	0	0	0	0	25.244	21.634	0	0	0	0	0	0	0	0	0	0	0	0	29.062	3.884	0	0	0	0	0	0	24.945	5.26	0	0	30.23	12.718	0	0	0	0	34.734	6.869	24.405	23.3	22.732	11.374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.293	7.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.421	3.907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.638	3.001	31.295	2.33	0	0	0	0	27.433	4.457	32.573	0.6	0	0	0	0	29.91	17.688	32.254	19.296	0	0	0	0	0	0	0	0	0	0	26.881	5.244	0	0	29.391	1.793	0	0	22.621	10.512	27.501	2.627	26.877	2.623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.75	7.461	0	0	0	0	0	0	37.7	0.886	27.816	63.127	28.46	3.451	25.357	6.6	0	0	0	0	0	0	25.554	7.881	0	0	0	0	33.068	69.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.029	2.092	25.422	36.015	0	0	0	0	0	0	26.49	411.599	22.39	7.237	23.905	18.787	0	0	0	0	0	0	30.725	16.964
