C3	C2	M2	M3	M4	M5	M6	M7	M8	M9	M10	M12	M14	M15	M16	M17	M18	M19	M20	M21	M23	M24	M25	M26	M27	M28	M29	M30	M31	M33	M35	M36	M37	M38	M39	M40	M41	M43	M44	M45	M46	M47	M48	P2	P3	P4	P5	P6	P7	P8	P9	P10	P12	P14	P15	P16	P17	P18	P19	P20	P21	P23	P24	P25	P26	P27	P28	P29	P30	P31	P33	P35	P36	P37	P38	P39	P40	P41	P43	P44	P45	P46	P47	P48																																																																																				
time	area																																																																																																																																																																						
14.34	2690898.561	12.01	5440110.052	11.84	12186083.05	14.75	3647610.382	19.39	7886321.05	14.17	1024012.815	11.74	3623586.359	7.96	3054028.626	16.9	1257278.996	11.99	21744647.58	14.48	282411488.9	10.3	2018090.585	21.62	4100969.859	NA	NA	8.18	17090907.95	15.06	1760481.019	12.55	2846042.224	8.77	7237871.098	18.96	3515430.031	10.42	757009.25	11.85	16463308.48	9.23	3174758.863	16.28	1002086.477	8.89	5685672.21	14.76	2741840.001	14.61	1778242.808	7.59	3089640.664	16.97	1170438.59	8.86	29833183.82	7.49	5257934.297	13.8	11155555.3	16.36	1304107.584	10.31	1364234.252	13.06	2564890.787	15.17	1204481.974	13.89	2654622.675	15.05	5311783.596	11.95	1720211.026	16.89	1025874.917	12.26	4382628.558	13.86	21736553.01	12.25	1990185.006	8.47	7874387.019	15.17	3347767.907	15.74	2041615.702	14.47	239804569.3	14.18	1656330.763	8.14	74225665.19	11.18	9140176.337	14.33	1248191.604	12.25	6645032.687	15.05	3495174.33	10.18	10619809.43	22.48	3886162.398	18.9	10384151.31	11.35	62489298.1	15.54	7041191.602	15.51	3497298.654	10.32	6741709.097	25.66	2273289.685	8.45	6003298.61	12.56	29166232.1	7.59	5187904.342	17.69	11452076.3	8.06	11003964.72	10.33	1818809.22	17.43	1742053.298	7.73	2315540.826	12.25	2383063.013	8.53	3796772.739	9.95	2240256.087	14.75	4319139.229	15.21	2106757.478	8.82	73244576.71	12.25	2128583.401	14.18	2309439.402	12.26	1313317.633	16.46	1075345.045	11.2	15331546.78	12.97	9203714.382	13.07	6193758.541	13.86	3941386.364	12.73	1194347.281	7.66	1197119.496
14.48	1901513.363	12.14	1947145.631	12	33937517.29	15.05	2215236.299	19.44	9194547.062	14.34	712394.988	11.86	4311918.561	8.13	62926772.52	17.47	1098912.548	12.13	4510478.822	14.7	2228691.157	10.43	8614916.884	21.7	1509500.786	NA	NA	8.3	1008066.61	15.47	15267773.22	12.97	5740311.458	8.83	7593934.65	19.39	5110711.069	10.45	2468374.609	12.01	45711853.05	9.25	3990471.609	16.34	1330407.036	8.94	3126330.606	15.06	6675827.222	14.71	1710240.146	7.71	2655153.026	17.04	1415006.185	9.2	4409966.486	7.55	3423301.614	14.18	1675659.001	16.4	33803287.12	10.43	9287899.392	13.12	997699.056	15.21	3183085.704	14.18	3431056.548	15.46	1930953.911	12	6696759.418	17.09	934588.976	12.47	4995410.984	13.99	17114080.95	12.54	2761536.548	8.79	10907244.95	15.55	2003129.747	17.42	4339907.777	14.74	3792399.505	14.34	1159841.487	8.41	1353381.78	11.29	4219500.87	14.48	196783370.8	12.54	2699202.155	15.45	19262257.44	10.29	3771080.207	23.31	2694177.329	19.39	13596336.27	11.48	8016857.82	15.74	1448073.665	15.59	2171152.162	10.47	6006768.418	26.78	5199710.466	8.52	4153511.031	12.67	5288549.899	8.01	10928682.01	17.76	3554875.282	8.16	25167451.26	10.44	11554552.14	17.47	1562743.356	7.78	1931441.586	12.53	4447009.809	8.77	21230680.35	10.31	33614206.84	14.87	2318306.932	15.38	1211761.091	8.97	16326747.34	12.54	3861603.988	14.34	3705656.434	12.54	4746746.781	16.9	1773086.549	11.28	5604786.877	13.07	1949105.661	13.18	4065804.108	13.99	18746992.24	12.97	18527768.57	7.7	3813715.949
14.74	4247166.801	12.25	1511612.247	12.13	8175401.776	15.46	2029020.533	19.53	5418998.91	14.47	301962470.5	12.01	12745851.94	8.5	7731076.834	17.7	6500143.662	12.25	5307473.181	14.76	2538938.82	11.19	5883497.498	22.48	4932446.649	NA	NA	8.46	1783170.417	16.4	6326411.821	13.07	1868723.877	8.89	18082093.13	19.43	14864729.12	11.2	5864393.042	12.14	10650183.05	9.68	2624908.696	16.39	6886334.174	9.68	2285755.884	15.46	1345005.668	14.77	2867697.602	7.92	1240098.56	17.09	2583427.867	9.72	4397219.566	7.59	2635288.964	14.34	1835964.875	16.61	2812868.978	11.2	12976634.35	13.25	1283310.927	15.38	1889480.465	14.34	1863886.091	15.51	2734295.992	12.14	1941291.79	17.32	1503851.64	12.57	17945920.2	14.07	10504113.3	12.97	5630139.656	8.84	5603664.296	15.62	7858990.178	17.7	3541509.923	15.04	1205187.666	14.48	217057527.2	8.47	10396799.47	11.36	31541125.57	14.74	3573191.009	12.96	14051964.84	15.59	1944488.102	10.47	6844349.197	24.1	3421433.113	19.52	8673040.321	11.56	5308242.365	16.39	5785677.703	15.75	3958655.114	10.96	2365778.54	31.41	8725997.19	8.8	20665615.15	12.73	4851301.563	8.05	7221684.464	18.47	2031538.452	8.47	3531841.84	10.89	1624702.348	17.7	24324575.35	8.13	100397102.9	12.66	2041641.39	8.82	13030737.19	10.42	23092741.56	15.05	2863408.776	15.46	31211698.94	9.74	15041447.12	12.67	3010731.544	14.48	549569718.8	12.97	5061704.498	17.08	1148656.644	11.36	31405265.36	13.12	2010966.395	13.24	3185368.559	14.06	15533703.52	13.07	1763615.23	7.78	926378.449
14.8	3650207.357	12.54	1383718.769	12.25	9118178.353	15.51	2054742.729	19.72	25408701.45	14.69	1640641.377	12.15	3848563.706	8.85	41174218.01	17.77	1752061.271	12.54	4152594.548	15.05	4746475.111	11.3	2991177.932	23.31	4987287.108	NA	NA	8.48	779098.794	16.8	5578485.369	13.74	1359278.078	9.24	5810381.704	19.72	5695885.327	11.3	2053743.458	12.26	11298720.94	9.7	1685757.67	16.45	1369960.613	9.78	3591609.155	15.51	2212733.743	15.06	2423742.026	7.94	2370124.428	17.16	3246886.474	9.76	5822851.375	7.66	2347284.526	14.48	233711669.3	16.72	5761890.568	11.28	6000144.895	13.73	2051794.262	15.46	41528098.03	14.48	368234421.1	15.58	2142662.491	12.26	2343857.327	17.42	1143747.491	12.67	9396674.97	14.13	8111920.754	13.73	1942592.108	8.88	7953086.34	15.97	24036007.95	18.17	1579549.25	15.45	1301663.014	14.74	2758140.051	8.77	16511216.32	11.49	4361774.674	15.46	4234957.418	13.06	1500726.153	15.74	2494704.589	10.9	2617054.753	24.43	7302477.431	19.71	42755072.21	11.61	3885161.737	16.9	1928491.684	16.4	5796736.981	11.18	4274988.022	33.61	7191120.327	8.84	19646521.41	12.8	5478623.099	8.14	16952486.92	18.55	5292687.226	8.49	1665317.066	10.96	2219186.685	17.77	2934334.649	8.45	5586160.62	12.96	7707122.182	8.87	12900912.33	10.88	3612702.929	15.1	1358734.62	15.54	9213309.265	10.17	20664767.03	12.97	9080108.744	14.58	6868631.699	13.2	3654957.698	17.16	1423292.847	11.47	2276897.67	13.27	1336943.571	13.46	5803567.492	14.13	9640083.373	13.12	3134389.699	7.94	2956183.171
14.87	1253161.982	12.97	4067308.292	12.38	4969769.302	15.54	1853336.226	20.61	1834032.608	14.75	2622520.592	12.26	3019912.326	9.7	1698702.056	18.48	1856557.423	12.96	11813137.52	15.46	10764248.08	11.36	12787294.21	24.1	6235831.437	NA	NA	8.51	2092802.953	16.91	2495501.033	13.8	3448748.867	9.68	2345982.523	19.77	2304128.467	11.37	12998408.77	12.39	6026667.247	9.74	7917153.197	16.78	4037881.534	10.2	6196818.105	15.75	3644653.978	15.48	1564939.122	8.07	13872032.73	17.22	1390514.727	10.2	12397809.52	7.69	2770796.501	14.7	2954482.893	16.79	6084605.807	11.36	20279600.91	14.18	1536575.886	15.54	12674464.39	14.7	2045858.368	15.74	6810898.842	12.55	4218968.632	17.69	2623780.822	12.73	2057858.523	14.18	23016222.13	13.8	16592202.75	8.95	5543207.344	16.1	21646768.91	18.55	1039950.416	15.5	1914355.734	15.05	2140911.306	8.81	8607335.311	11.56	3503479.746	15.51	2500780.056	13.12	1163878.695	16.29	1095945.195	10.96	2715972.819	24.87	1610608.889	20.26	7841676.276	11.66	6992024.562	17.1	1115283.929	16.9	1084212.095	11.29	3301682.017	35.79	81006578.76	8.97	8090494.591	13.07	13911513.07	8.76	3327804.957	18.64	1940774.202	8.55	1191001.94	11.19	7782229.722	17.81	1492132.121	8.49	7661548.004	13.06	1811773.127	8.95	7365464.534	10.95	4772386.726	15.21	4005492.254	15.6	2955957.224	10.3	7357330.45	13.07	2822512.458	14.7	12397243.62	13.88	3737665.674	17.42	1763432.958	11.57	3273883.975	13.73	6476446.438	13.73	8142001.779	14.18	25224627.07	13.26	2778482.601	8.14	62045861.92
14.92	3362774.148	14.17	1144823.883	12.54	5068935.617	16.79	1666721.312	21.29	2980093.815	15.04	2903089.653	12.55	2364445.252	9.75	1710888.457	18.55	3289623.941	13.06	3325906.405	15.52	5943069.63	11.67	23366185.46	24.43	1300142.528	NA	NA	8.56	1633529.308	17.09	1271773.49	14.19	863800.737	9.78	4135963.865	20.51	1705788.067	11.61	2228771.171	12.55	10731720.28	10.29	7779746.068	16.88	2328717.042	10.42	2478187.009	16.47	1798016.465	15.52	3635620.223	8.14	24044656.8	17.32	1193911.394	10.28	4598522.297	7.94	3145108.805	14.75	4095083.285	16.86	2800190.598	11.61	13159653.66	14.34	2077857.102	15.59	4624309.388	14.76	3440268.301	16.38	1852656.738	12.97	7565647.401	18.17	3395039.125	12.79	4079026.08	14.25	7462095.072	14.18	1783496.869	9.01	1726599.483	16.36	22999638.49	18.64	1517079.066	15.74	4146240.206	15.46	928743.399	8.86	21673840	11.61	2125916.615	16.4	1468815.399	13.17	1282644.413	16.39	3584600.299	11.04	3479618.036	25.66	1796768.229	20.61	2130640.699	11.72	9243977.881	17.15	1926789.999	17.42	3262419.665	11.36	17125992.59	36.07	5914194.687	9.76	5059133.182	13.19	11808493.52	8.81	3062512.471	18.9	832792.424	8.79	9969097.694	11.28	2919521.746	18.48	4766307.639	8.55	3352593.734	13.25	1291528.602	9.75	3488854.912	11.05	2740492.615	15.37	1806593.383	15.74	2100214.699	10.46	9232486.495	13.26	1383510.157	14.75	12116795.1	14.14	1179914.013	17.46	1706436.858	11.68	33933274.33	14.06	1673713.935	13.8	1573250.055	14.25	4383559.112	13.39	2421185.803	8.47	8252091.974
14.99	1294359.706	14.48	223178463.4	12.67	2736089.08	16.9	1145152.43	21.35	3465150.032	15.45	1288390.739	12.68	1747958.072	9.77	1929939.878	18.64	1593791.782	13.12	1246614.594	15.75	1258832.545	12.01	5602117.048	24.88	2775169.695	NA	NA	8.77	6893711.418	17.16	1432495.47	14.48	268237318	10.28	4230456.49	20.61	1079646.851	11.69	18588178.89	12.68	7061733.718	10.42	10816352.38	17.02	1376278.704	10.46	1572583.188	16.79	1836089.86	15.75	1098683.775	8.47	6961308.095	17.39	2994586.84	10.43	22780635.67	8.12	52433137.35	14.87	1224471.849	16.9	11058824.54	11.67	26110983.66	14.48	322959424.9	15.74	2160073.6	15.05	8962528.185	16.47	5355732.795	13.17	2743144.439	18.48	4474451.049	12.98	20957183.81	14.31	4349113	14.48	224856708.1	9.22	3158273.251	16.5	4192636.806	18.91	5224239.732	17.07	1020524.071	15.51	1910742.799	9.76	9349613.33	11.67	30054241.41	16.79	827125.111	13.26	2272224.192	16.47	2042266.004	11.19	14280698.06	26.79	5972117.952	20.71	1684750.403	11.84	7409115.635	17.47	3338134.54	17.46	1265956.437	11.42	6828339.781	36.17	2189414.496	10.2	5726402.555	13.37	6107476.437	8.85	2294939.886	18.97	1853651.254	8.84	7711899.051	11.36	21077225.35	18.56	4721735.263	8.78	16924066.21	13.72	1153310.32	10.18	6294178.499	11.19	14924267.86	15.46	40413554.83	16.3	2689830.78	10.89	3682986.416	13.73	1875464.409	14.88	7493110.521	14.18	2037364.996	17.7	24018542.66	11.85	5395709.001	14.17	3580359.823	13.83	4680664.072	14.3	5290262.748	13.73	7119400.821	8.77	8509095.134
15.05	1404995.287	14.75	1885959.759	12.72	2458456.861	17.08	1671664.965	21.4	2980507.226	15.5	2197389.826	13.07	2382555.513	10.18	8417795.316	18.98	1271905.919	13.17	2416507.02	16.4	4779640.39	12.25	2055518.11	25.67	2040783.628	NA	NA	8.84	20156641.9	17.48	3498583.034	14.7	1960287.073	10.43	8271141.439	20.71	1145569.449	11.82	2679417.363	12.8	4456209.976	11.18	6407646.269	17.08	2288196.512	11.19	7771088.464	16.89	1499856.506	16.49	1552242.13	8.79	10545433.51	17.46	4739084.723	10.89	2557669.301	8.52	2568031.381	15.05	3880637.743	16.98	3077467.559	11.84	3481733.996	14.7	2736957.981	16.29	3201743.269	15.46	2071492.413	16.8	1648426.115	13.27	1398973.211	18.64	4364629.468	13.08	3679832.833	14.34	9521184.416	14.7	1836536.454	9.76	5183381.106	16.59	3211317.666	19.4	16319664.52	17.42	3178597.488	16.89	993912.735	10.2	7018510.816	11.84	9610058.451	17.09	1095958.098	13.35	2429138.222	16.89	2774550.675	11.29	5137126.791	31.41	12005210.07	21.28	2407502.827	12	20835606.24	17.63	1588692.1	17.7	9287729.318	11.57	1879853.069	36.84	2650053.819	10.29	2221115.916	13.74	5422664.882	8.92	2393084.104	19.39	5998459.608	8.94	1084584.751	11.61	7633201.169	18.65	4699434.806	8.85	26131653.38	13.85	3419497.103	10.29	2398485.25	11.28	15386257.44	15.54	14151577.55	16.4	12026740.48	10.96	4446593.106	13.8	2521097.61	14.95	2154712.564	14.34	2502128.5	17.76	3935386.374	11.95	3690588.202	14.34	1379261.706	13.99	17990292.42	14.34	9736216.801	13.8	12086046.24	8.85	19013064.5
15.17	7797106.186	17.76	676881.741	12.79	2429313.007	17.7	5231769.521	21.62	1799477.633	15.74	1107338.095	13.8	2427300.081	10.29	4817078.481	19.4	11399271.28	13.26	2422262.955	16.9	2146519.371	12.54	6688910.093	30.8	2331214.174	NA	NA	8.98	2769640.362	17.63	1398181.458	14.75	2799622.426	11.19	6631090.803	21.12	2195767.603	12.02	5838784.241	13.07	10203666.23	11.27	5215722.626	17.15	2015440.274	11.27	2743911.546	17.32	1377695.15	16.81	1289844.916	8.84	1315215.84	17.62	2392411.797	10.95	3044385.181	8.75	4209232.589	15.21	1305573.756	17.05	1336959.68	11.95	1627275.347	14.75	3776996.91	16.4	24909222.58	15.51	6776492.138	16.89	1735043.492	13.73	3350265.48	19.4	44604479.04	13.14	3566332.137	14.48	23384620.85	14.74	1955600.969	10.28	2220630.924	16.68	6963049.375	19.52	5216791.154	17.69	6798907.25	17.07	1287528.701	10.3	2424075.354	12	21149619.66	17.15	1372506.223	13.72	1153247.103	17.08	912197.036	11.36	30210081.95	33.59	2942281.927	21.35	4070866.419	12.14	4932017.437	17.7	15463895.76	17.77	3158797.566	11.66	6604463.588	36.88	6408572.454	10.32	1417300.324	13.81	3116151.698	8.96	2810877.323	19.43	6439423.95	8.95	2967071.387	11.67	24093320.41	18.98	2054550.123	8.96	5833138.22	14.05	1246400.192	10.43	19157389.44	11.35	92812707.65	15.6	5505964.622	16.46	2631623.845	11.05	2984609.157	13.86	1642477.32	15.06	20123272.74	14.48	305338701.8	18.18	945608.095	12	11918302.17	14.48	365913064.4	14.05	5018334.695	14.48	16554212.86	14.06	1212732.587	8.96	4644241.862
15.54	3335722.562	18.48	1895384.501	13.06	6885518.307	17.77	997629.611	22.48	1990932.784	16.89	1089349.86	14	8276594.758	10.47	4877911.442	19.44	9101593.862	13.35	4212567.139	17.16	1182127.971	12.97	7781252.098	31.41	9216031.027	NA	NA	9.02	1715574.656	17.7	13321985.11	15.05	2810691.905	11.27	6474048.16	21.28	1736189.441	12.26	2046353.323	13.18	7377089.87	11.35	25223843.42	17.22	1416826.976	11.36	9207986.75	17.42	3628865.05	16.91	1305483.077	8.88	14814275.42	17.7	21789249.8	11.2	15965624.1	8.82	5265058.984	15.46	21274001.8	17.09	4186155.708	12	7046234.985	15.05	1702217.87	16.72	2079542.87	15.69	13276392.49	17.32	2952153.549	13.8	4863935.222	19.53	8007227.811	13.27	3219869.982	14.65	2620988.543	15.46	978921.523	10.33	1825475.971	16.8	57360420.78	19.72	7813461.241	18.17	2340946.683	17.7	9161513.875	10.34	1356739.971	12.14	4084532.444	17.42	2154688.218	13.79	3551779.519	17.16	1633157.22	11.49	3181403.276	33.62	4700347.58	21.4	3650008.24	12.25	6301765.97	17.77	5590503.052	18.48	1705349.148	11.73	3895426.008	37.56	8777426.504	10.46	4539790.818	13.86	3359647.051	10.42	4651751.637	19.51	3566543.321	9.66	1064727.107	11.84	5548690.452	19.41	61168998.02	9.03	3004270.638	14.17	2664711.255	10.9	9559349.99	11.56	11314558.5	15.74	2973884.554	16.79	3682177.018	11.2	16774536.88	14.05	4701469.082	15.12	4953867.037	14.75	3405844.245	18.48	2877025.522	12.14	3309650.007	14.7	2408562.428	14.18	24943632.87	14.53	4939934.528	14.18	3858627.016	10.29	5736040.234
15.62	15178515.5	18.64	1702078.747	13.2	4818068.889	17.92	1039189.781	22.76	1343999.998	17.06	1191897.466	14.14	2393691.159	10.89	1205649.11	19.52	3821515.798	13.72	3762619.487	17.46	3595836.381	13.07	1373157.954	33.62	9319349.007	NA	NA	9.75	3569983.854	17.77	4349116.762	15.21	1375659.71	11.35	11202943.42	21.57	1490839.096	12.55	4517636.971	13.26	3862515.466	11.48	2115239.441	17.38	1880325.583	11.68	19127663.78	17.48	1287828.565	17.1	1535634.678	10.42	9670626.46	17.76	7521796.549	11.29	5761290.388	8.86	8513571.68	15.54	7194031.342	17.16	7164770.164	12.13	2508874.902	15.21	2742432.491	16.79	4635561.091	15.75	4725697.69	17.42	5950000.19	14.18	1746502.777	19.72	11439938.85	13.74	8222782.443	14.74	20369864.78	15.51	2849133.312	10.43	6437155.009	16.9	2122054.447	19.78	1529297.988	18.47	760673.304	18.18	1861879.596	10.43	18016615.98	12.25	4075489.301	17.7	5293353.074	14.12	1443476.913	17.43	2115443.933	11.57	2900049.147	35.8	80459212.32	21.49	6546091.039	12.39	7622159.033	18.48	2415091.011	18.56	5740370.881	11.84	2481818.34	38.47	2987515.442	10.9	1500295.603	13.89	2353607.111	11.2	2618920.36	19.72	6312899.753	9.71	651802.267	12.01	11490691.74	19.53	17470540.68	9.74	8820791.204	14.33	1550862.824	11.19	11130604.29	11.66	9819399.158	16.29	3063292.333	16.91	4392235.782	11.3	5814374.411	14.18	1368661.656	15.21	10965965.69	15.05	6264174.622	18.55	4128688.025	12.25	3149665.369	14.74	3581026.278	14.25	2623370.115	14.65	3319630.421	14.48	583733698	10.45	3608602.733
15.96	43167809.63	19.39	3261831.201	13.26	1957538.741	18.48	2954413.169	23.31	2012779.248	17.32	901838.19	14.18	10249583.57	10.9	5563395.966	19.72	7846311.315	13.8	4884733.146	17.7	10094318.13	13.73	1853137.269	35.8	99073360.62	NA	NA	9.81	2559727.228	17.91	1405056.571	15.46	13152695.3	11.41	7487508.38	21.61	1910511.476	12.98	5963685.393	13.37	6255837.164	11.61	16027963.5	17.46	4060197.045	12	3043731.536	17.7	22134961.07	17.34	1138112.858	11.18	11167114.81	17.91	1125787.211	11.36	32176733.42	8.94	1483530.319	15.59	4024925.7	17.23	2801563.813	12.25	2827107.553	15.37	1492766.738	16.85	1758138.17	15.88	2851273.08	17.47	1145148.122	14.48	362440391.1	19.78	4626735.083	13.86	7338109.639	14.8	12583972.66	15.75	12636223.4	11.19	5131438.351	17.03	16306055.91	20.27	4861008.524	18.64	943325.198	18.48	901712.792	10.9	1857528.381	12.54	3877849.004	17.77	1556460.976	14.17	4550181.193	17.46	2022022.149	11.61	1367562.356	36.07	4840712.207	21.61	2949777.239	12.54	11962032.68	18.56	8474773.651	18.65	1741285.823	11.93	2337777.749	38.52	4616801.305	10.97	2369721.276	14	28524359.77	11.27	3222786.105	19.77	1896728.712	9.77	3101190.305	12.14	2224584.881	19.63	6417941.631	10.31	5438571.715	14.47	251243860.4	11.28	3411917.018	11.73	8652525.403	16.4	17184870.22	16.98	1686603.54	11.36	37385187.95	14.34	2779749.097	15.3	2029003.698	15.46	1660973.058	18.64	3872326.335	12.54	3467100.696	15.05	4798637.17	14.3	3001932.027	14.74	21088299.31	14.7	2333824.954	11.19	3464601.619
16.1	38626045.67	19.44	7795172.268	13.88	3595397.652	18.64	1807618.089	24.11	2275991.118	17.7	9205022.359	14.3	1317989.134	11.19	5115617.702	19.78	1926795.648	14.12	699358.563	17.77	2176463.778	14.07	1570171.903	36.07	6669629.981	NA	NA	10.19	10922171.64	18.48	3083593.484	15.51	5615940.458	11.61	1941407.604	22.48	3386455.636	13.08	1193931.45	13.8	3003634.193	11.72	2614187.324	17.61	1884619.28	12.24	1234858.816	17.77	2417425.468	17.71	34334094.79	11.28	6006049.438	17.95	1837365.632	11.48	2830328.774	8.98	3067552.107	15.75	11304102.27	17.33	3118485.769	12.54	5066966.266	15.46	31303573.34	16.9	5659926.165	16.37	1600607.725	17.7	37340604.7	14.7	2950508.704	20.48	1929172.947	14.04	9042949.52	14.87	4873994.026	16.36	998744.825	11.29	4245479.273	17.08	23703144.57	20.63	2365996.687	18.91	1334808.38	18.64	1610554.967	10.97	1863553.943	12.97	11208169.82	18.48	716421.575	14.34	1689277.847	17.63	1033115.324	11.68	40291324.65	36.84	6146539.025	22.48	3357081.48	12.67	6698778.488	18.65	6005087.88	18.92	2205041.007	12.01	6828293.588	NA	NA	11.19	4882905.514	14.07	11553421.94	11.36	5787316.991	20.51	1340147.646	10.17	2387797.525	12.26	1896901.043	19.73	122295133.1	10.44	5572331.633	14.69	2705201.668	11.36	18432203.49	11.84	7171087.567	16.47	3886161.504	17.09	2893231.663	11.48	3646171.516	14.48	247504015.5	15.37	4950576.919	15.51	5307173.041	18.84	2678321.045	12.58	1278804.773	15.46	1529312.434	14.34	9824090.6	14.8	13150576.49	14.75	5117780.851	11.28	5342568.223
16.36	39686284.84	19.78	1155799.473	13.99	18133555.94	18.98	1137250.043	24.42	3784752.949	18.17	1956732.286	14.35	1884278.558	11.29	2583486.586	20.63	1653795.999	14.17	2369503.993	17.81	1161772.21	14.18	1257087.683	36.21	1534041.452	NA	NA	10.5	7227407.658	18.56	7679964.097	15.59	1519473.845	11.66	1616437.876	23.31	2266480.961	13.74	2325329.757	13.83	1332886.648	12	7898023.311	17.69	16584952.65	12.55	4649604.709	18.18	874532.166	18.19	2583640.742	11.36	10094365.33	18.17	937712.549	11.56	2380108.169	10.29	1462143.139	16.29	2315793.972	17.4	8711055.124	12.97	10671794.13	15.54	10409690.72	16.97	2239890.072	16.47	5133014.508	18.23	1986507.007	14.75	4501139.017	20.63	4286407.046	14.14	2557865.358	14.92	10432677.27	16.47	2236497.816	11.36	17848998.21	17.16	6046131.843	20.72	1267135.262	19.39	8819723.859	19.4	38249220.06	11.19	6584519.704	13.07	2560600.759	18.56	3009976.302	14.47	511199777.4	17.69	9240518.897	11.84	5599148.552	37.55	6747130.262	22.62	3393345.345	12.73	5166594.128	18.91	1786598.55	18.98	2011863.857	12.14	2505637.52	NA	NA	11.3	2223256.409	14.18	52574937.12	11.42	4796400.966	20.61	1215157.214	10.22	1142119.362	12.55	3774553.507	19.86	5817719.346	11.17	3518692.37	14.74	3073538.001	11.68	24224308.98	12	27562481.21	16.71	3038145.824	17.16	3488065.691	11.57	4785153.537	14.7	4109927.434	15.46	114781582.1	15.75	1341586.59	19.4	31606624.35	12.73	1242873.439	15.51	3237672.524	14.48	13169702.01	14.86	4149266.76	15.05	2725626.047	11.36	22966318.58
16.5	6876413.989	20.17	1621816.229	14.05	2783084.933	19.4	30109087.47	24.87	1768929.861	18.47	2917683.895	14.37	1138817.015	11.36	18250475.22	20.72	1325356.823	14.33	1196238.956	18.18	1724242.927	14.34	1082033.896	36.81	1075531.079	NA	NA	11.19	4006076.329	18.65	2858588.883	15.75	2829676.67	12.01	4661670.479	24.1	2750931.096	14.19	2310401.483	13.89	4411093.815	12.26	2522770.588	17.76	3410872.594	12.97	5587140.144	18.48	3181384.693	18.49	5457940.038	11.41	6208415.609	18.48	4473778.13	11.61	4117375.059	10.32	2145983.197	16.4	10791247.6	17.47	12113523.57	13.06	1474092.183	15.6	3509732.534	17.04	1741313.879	16.61	2621859.071	18.48	4589224.111	15.05	3674492.015	20.72	2928606.394	14.19	4843012.269	15	13379832.91	16.79	1810271.609	11.47	1257095.156	17.23	15114176.82	21.13	1744453.666	19.53	3637903.745	19.53	10188905.38	11.29	2647658.995	13.27	1887395.966	18.91	2427551.5	14.64	1548490.265	17.76	3482533.621	12.01	14218021.28	38.52	7298898.667	22.76	1525791.99	12.79	4553783.278	18.98	2461604.602	19.4	27092573.33	12.25	2854257.001	NA	NA	11.36	18391953.08	14.34	19882938.12	12	1531392.998	21.28	2942778.934	11.2	9192288.623	12.97	8083176.628	20.06	2142621.978	11.28	3879390.775	15.04	6748133.558	11.82	6259389.41	12.13	9009032.466	16.79	3126510.122	17.23	1177679.317	11.67	43425622.98	14.74	3647076.983	15.54	16740338.49	16.47	3118543.241	19.53	13964463.98	12.97	13505948.58	15.74	1461400.752	14.53	3943884.733	14.92	11458933.57	15.46	2343290.343	11.66	4604746.462
